fir_number,date,district,area,crime_type,sections,modus_operandi,status,is_synthetic
FIR-2025-RAI-0885,2025-08-24,Raichur,Savant Ganj,Theft,BNS 303,pickpocketing in transit,court-pending,True
FIR-2025-DAK-0886,2025-06-20,Dakshina Kannada,Deshpande Marg,NDPS,NDPS Act 20,street-level peddling,convicted,True
FIR-2024-VIJ-0887,2024-03-15,Vijayapur,Shah Marg,Cyber Fraud,IT Act 66D,UPI phishing call,under-investigation,True
FIR-2025-KAL-0888,2025-02-15,Kalaburagi,Rajan Road,Burglary,BNS 331,lock-picking daytime entry,court-pending,True
FIR-2025-UDU-0889,2025-02-27,Udupi,Basu Chowk,Cheating,BNS 318,investment ponzi scheme,convicted,True
FIR-2024-BAL-0890,2024-05-11,Ballari,Ramakrishnan Path,Extortion,BNS 308,protection money demand,court-pending,True
FIR-2025-UDU-0891,2025-11-28,Udupi,Basu Chowk,Theft,BNS 303,shop till theft,court-pending,True
FIR-2024-MYS-0892,2024-07-24,Mysuru,Sarna Road,Robbery,BNS 309,knife-point street robbery,charge-sheeted,True
FIR-2025-VIJ-0893,2025-05-30,Vijayapur,Ram Zila,Burglary,BNS 331,night house-break via rear entry,convicted,True
FIR-2025-MYS-0894,2025-04-18,Mysuru,Sarna Road,Cyber Fraud,IT Act 66D,OTP social engineering,charge-sheeted,True
FIR-2024-TUM-0895,2024-02-28,Tumakuru,Kala Ganj,Chain Snatching,BNS 304,two-wheeler drive-by snatching,court-pending,True
FIR-2024-MYS-0896,2024-01-07,Mysuru,Sarna Road,Burglary,BNS 331,night house-break via rear entry,convicted,True
FIR-2025-CHI-0897,2025-10-26,Chickballapura,Maharaj Road,Murder,BNS 103,gang rivalry,under-investigation,True
FIR-2024-MAN-0898,2024-09-13,Mandya,Dhawan Chowk,Rioting,BNS 191,communal flashpoint clash,charge-sheeted,True
FIR-2024-BEN-0899,2024-06-13,Bengaluru City,Sankaran Chowk,Chain Snatching,BNS 304,two-wheeler drive-by snatching,convicted,True
FIR-2025-DHA-0900,2025-02-19,Dharwad,Saha Nagar,Burglary,BNS 331,lock-picking daytime entry,convicted,True
FIR-2025-MAN-0901,2025-08-05,Mandya,Dhawan Chowk,Burglary,BNS 331,lock-picking daytime entry,court-pending,True
FIR-2025-DHA-0902,2025-09-30,Dharwad,Bhardwaj Path,Theft,BNS 303,shop till theft,under-investigation,True
FIR-2025-DAK-0903,2025-08-04,Dakshina Kannada,Deshpande Marg,Cheating,BNS 318,land document forgery,closed,True
FIR-2025-KOL-0904,2025-05-13,Kolar,Dhawan Street,Chain Snatching,BNS 304,two-wheeler drive-by snatching,court-pending,True
FIR-2024-TUM-0905,2024-11-10,Tumakuru,Sahota,Burglary,BNS 331,lock-picking daytime entry,court-pending,True
FIR-2025-KAL-0906,2025-07-29,Kalaburagi,Rajan Road,Robbery,BNS 309,ATM-exit targeting,charge-sheeted,True
FIR-2025-KAL-0907,2025-11-10,Kalaburagi,Bhatia Chowk,Robbery,BNS 309,knife-point street robbery,under-investigation,True
FIR-2025-DAK-0908,2025-08-21,Dakshina Kannada,Madan Circle,Extortion,BNS 308,digital arrest threat call,closed,True
FIR-2025-UDU-0909,2025-11-24,Udupi,Badami Circle,Theft,BNS 303,pickpocketing in transit,under-investigation,True
FIR-2025-DHA-0910,2025-09-28,Dharwad,Venkatesh Marg,Murder,BNS 103,property dispute,charge-sheeted,True
FIR-2024-BAG-0911,2024-09-26,Bagalkot,Rastogi Path,Theft,BNS 303,shop till theft,charge-sheeted,True
FIR-2025-BEN-0912,2025-10-01,Bengaluru City,Majumdar Street,Chain Snatching,BNS 304,two-wheeler drive-by snatching,charge-sheeted,True
FIR-2024-MAN-0913,2024-12-09,Mandya,Dhawan Chowk,Cheating,BNS 318,fake job placement racket,charge-sheeted,True
FIR-2024-KAL-0914,2024-01-24,Kalaburagi,Butala Nagar,Cyber Fraud,IT Act 66D,fake loan app extortion,convicted,True
FIR-2024-TUM-0915,2024-12-15,Tumakuru,Deo Ganj,Murder,BNS 103,property dispute,court-pending,True
FIR-2025-KAL-0916,2025-12-22,Kalaburagi,Rajan Road,Murder,BNS 103,personal enmity,closed,True
FIR-2024-TUM-0917,2024-08-03,Tumakuru,Kala Ganj,Burglary,BNS 331,terrace entry,charge-sheeted,True
FIR-2024-KOL-0918,2024-03-03,Kolar,Dhawan Street,Rioting,BNS 191,protest escalation,under-investigation,True
FIR-2024-SHI-0919,2024-08-21,Shivamogga,Ravi Marg,Cyber Fraud,IT Act 66D,OTP social engineering,court-pending,True
FIR-2024-DHA-0920,2024-03-02,Dharwad,Bhardwaj Path,Cyber Fraud,IT Act 66D,courier scam,court-pending,True
FIR-2024-BAG-0921,2024-11-22,Bagalkot,Lad Ganj,Theft,BNS 303,shop till theft,convicted,True
FIR-2025-MAN-0922,2025-12-08,Mandya,Dhawan Chowk,Murder,BNS 103,property dispute,charge-sheeted,True
FIR-2025-BEN-0923,2025-01-29,Bengaluru City,Brar Zila,Chain Snatching,BNS 304,market crowd snatching,convicted,True
FIR-2024-UDU-0924,2024-08-10,Udupi,Date Path,Chain Snatching,BNS 304,market crowd snatching,convicted,True
FIR-2024-BEL-0925,2024-03-02,Belagavi,Magar Zila,Chain Snatching,BNS 304,market crowd snatching,closed,True
FIR-2024-DAK-0926,2024-11-11,Dakshina Kannada,Deshpande Marg,Murder,BNS 103,gang rivalry,court-pending,True
FIR-2025-KAL-0927,2025-01-17,Kalaburagi,Dhawan,Cyber Fraud,IT Act 66D,courier scam,court-pending,True
FIR-2024-HAS-0928,2024-12-14,Hassan,Ghosh Chowk,NDPS,NDPS Act 20,courier parcel concealment,closed,True
FIR-2025-CHI-0929,2025-05-15,Chickballapura,Rattan Chowk,Burglary,BNS 331,night house-break via rear entry,charge-sheeted,True
FIR-2024-DAV-0930,2024-07-16,Davanagere,Mani Road,Cheating,BNS 318,investment ponzi scheme,charge-sheeted,True
FIR-2025-BEL-0931,2025-10-23,Belagavi,Deol Street,Cyber Fraud,IT Act 66D,fake loan app extortion,convicted,True
FIR-2024-DAV-0932,2024-11-01,Davanagere,Mani Road,Murder,BNS 103,gang rivalry,court-pending,True
FIR-2024-BAG-0933,2024-06-09,Bagalkot,Lad Ganj,NDPS,NDPS Act 20,street-level peddling,closed,True
FIR-2024-BEL-0934,2024-01-18,Belagavi,Magar Zila,Cyber Fraud,IT Act 66D,courier scam,convicted,True
FIR-2025-SHI-0935,2025-10-21,Shivamogga,Master Street,Murder,BNS 103,gang rivalry,court-pending,True
FIR-2024-DAK-0936,2024-06-04,Dakshina Kannada,Sarma Road,Chain Snatching,BNS 304,market crowd snatching,closed,True
FIR-2025-KAL-0937,2025-12-12,Kalaburagi,Butala Nagar,Cheating,BNS 318,fake job placement racket,convicted,True
FIR-2025-MYS-0938,2025-05-05,Mysuru,Keer,Burglary,BNS 331,night house-break via rear entry,under-investigation,True
FIR-2025-UDU-0939,2025-01-31,Udupi,Talwar Marg,Cyber Fraud,IT Act 66D,OTP social engineering,court-pending,True
FIR-2025-MAN-0940,2025-08-19,Mandya,Varughese Zila,Burglary,BNS 331,lock-picking daytime entry,court-pending,True
FIR-2024-MAN-0941,2024-10-15,Mandya,Dhawan Chowk,Rioting,BNS 191,protest escalation,court-pending,True
FIR-2024-UDU-0942,2024-07-08,Udupi,Talwar Marg,Burglary,BNS 331,night house-break via rear entry,convicted,True
FIR-2024-VIJ-0943,2024-09-15,Vijayapur,Kanda Chowk,Rioting,BNS 191,communal flashpoint clash,charge-sheeted,True
FIR-2025-SHI-0944,2025-05-18,Shivamogga,Dewan Chowk,Cyber Fraud,IT Act 66D,UPI phishing call,under-investigation,True
FIR-2025-UDU-0945,2025-03-31,Udupi,Badami Circle,Theft,BNS 303,shop till theft,under-investigation,True
FIR-2024-KAL-0946,2024-11-05,Kalaburagi,Dhawan,Robbery,BNS 309,knife-point street robbery,charge-sheeted,True
FIR-2024-BAL-0947,2024-01-15,Ballari,Raj,Chain Snatching,BNS 304,market crowd snatching,convicted,True
FIR-2025-UDU-0948,2025-11-25,Udupi,Talwar Marg,Cheating,BNS 318,fake job placement racket,under-investigation,True
FIR-2025-SHI-0949,2025-12-27,Shivamogga,Ravi Marg,Theft,BNS 303,shop till theft,under-investigation,True
FIR-2025-BAL-0950,2025-12-20,Ballari,Ramakrishnan Path,Rioting,BNS 191,communal flashpoint clash,under-investigation,True
FIR-2025-KAL-0951,2025-07-07,Kalaburagi,Dhawan,NDPS,NDPS Act 20,courier parcel concealment,convicted,True
FIR-2025-TUM-0952,2025-03-18,Tumakuru,Sahota,Cyber Fraud,IT Act 66D,OTP social engineering,closed,True
FIR-2025-DAK-0953,2025-09-05,Dakshina Kannada,Sarma Road,Chain Snatching,BNS 304,two-wheeler drive-by snatching,closed,True
FIR-2024-BEN-0954,2024-04-16,Bengaluru City,Jayaraman Nagar,NDPS,NDPS Act 20,hostel network supply,closed,True
FIR-2025-KOL-0955,2025-02-08,Kolar,Rau Nagar,NDPS,NDPS Act 20,courier parcel concealment,under-investigation,True
FIR-2025-TUM-0956,2025-05-22,Tumakuru,Sahota,Chain Snatching,BNS 304,market crowd snatching,under-investigation,True
FIR-2024-VIJ-0957,2024-05-03,Vijayapur,Ram Zila,Theft,BNS 303,pickpocketing in transit,convicted,True
FIR-2025-MAN-0958,2025-02-01,Mandya,Gala Street,Cyber Fraud,IT Act 66D,courier scam,charge-sheeted,True
FIR-2025-RAI-0959,2025-01-27,Raichur,Sura,Extortion,BNS 308,digital arrest threat call,charge-sheeted,True
FIR-2025-TUM-0960,2025-05-01,Tumakuru,Banik Chowk,Robbery,BNS 309,ATM-exit targeting,under-investigation,True
FIR-2025-BAG-0961,2025-07-19,Bagalkot,Bala Marg,Theft,BNS 303,vehicle theft from parking,court-pending,True
FIR-2024-BEL-0962,2024-02-19,Belagavi,Banik Street,Rioting,BNS 191,communal flashpoint clash,convicted,True
FIR-2024-BEN-0963,2024-09-12,Bengaluru City,Sankaran Chowk,Extortion,BNS 308,protection money demand,convicted,True
FIR-2025-BEL-0964,2025-12-18,Belagavi,Magar Zila,Extortion,BNS 308,protection money demand,under-investigation,True
FIR-2024-KOL-0965,2024-01-22,Kolar,Bhat Chowk,Cheating,BNS 318,investment ponzi scheme,court-pending,True
FIR-2025-BAL-0966,2025-05-01,Ballari,Arya Road,Cyber Fraud,IT Act 66D,fake loan app extortion,under-investigation,True
FIR-2024-RAI-0967,2024-04-28,Raichur,Sura,Cheating,BNS 318,land document forgery,convicted,True
FIR-2024-BAL-0968,2024-11-23,Ballari,Raj,Chain Snatching,BNS 304,two-wheeler drive-by snatching,convicted,True
FIR-2025-RAI-0969,2025-07-20,Raichur,Sura,Cheating,BNS 318,investment ponzi scheme,under-investigation,True
FIR-2025-MAN-0970,2025-10-02,Mandya,Gala Street,Cheating,BNS 318,fake job placement racket,convicted,True
FIR-2024-CHI-0971,2024-05-10,Chickballapura,Maharaj Road,Burglary,BNS 331,terrace entry,court-pending,True
FIR-2024-KAL-0972,2024-03-27,Kalaburagi,Butala Nagar,NDPS,NDPS Act 20,courier parcel concealment,charge-sheeted,True
FIR-2025-CHI-0973,2025-06-07,Chickballapura,Maharaj Road,Extortion,BNS 308,protection money demand,convicted,True
FIR-2024-HAS-0974,2024-11-16,Hassan,Ghosh Chowk,Burglary,BNS 331,lock-picking daytime entry,court-pending,True
FIR-2024-SHI-0975,2024-05-22,Shivamogga,Dewan Chowk,Burglary,BNS 331,lock-picking daytime entry,convicted,True
FIR-2025-SHI-0976,2025-06-16,Shivamogga,Dewan Chowk,Rioting,BNS 191,protest escalation,under-investigation,True
FIR-2025-BAG-0977,2025-08-04,Bagalkot,Lad Ganj,Theft,BNS 303,pickpocketing in transit,under-investigation,True
FIR-2025-BAG-0978,2025-05-21,Bagalkot,Lad Ganj,Theft,BNS 303,shop till theft,court-pending,True
FIR-2024-MYS-0979,2024-07-04,Mysuru,Keer,Chain Snatching,BNS 304,market crowd snatching,convicted,True
FIR-2024-HAS-0980,2024-04-24,Hassan,Ganesan Marg,Murder,BNS 103,gang rivalry,convicted,True
FIR-2025-HAS-0981,2025-08-21,Hassan,Ghosh Chowk,NDPS,NDPS Act 20,courier parcel concealment,under-investigation,True
FIR-2024-BEL-0982,2024-05-07,Belagavi,Sabharwal Ganj,Extortion,BNS 308,protection money demand,convicted,True
FIR-2025-SHI-0983,2025-11-18,Shivamogga,Ravi Marg,Burglary,BNS 331,terrace entry,court-pending,True
FIR-2025-BAG-0984,2025-12-30,Bagalkot,Rastogi Path,Cheating,BNS 318,fake job placement racket,under-investigation,True
FIR-2025-KOL-0985,2025-03-23,Kolar,Bhat Chowk,Extortion,BNS 308,digital arrest threat call,charge-sheeted,True
FIR-2024-VIJ-0986,2024-07-31,Vijayapur,Walia Nagar,Cheating,BNS 318,fake job placement racket,charge-sheeted,True
FIR-2025-MAN-0987,2025-02-02,Mandya,Saran Marg,Murder,BNS 103,property dispute,charge-sheeted,True
FIR-2025-DAK-0988,2025-05-05,Dakshina Kannada,Sarma Road,Theft,BNS 303,pickpocketing in transit,under-investigation,True
FIR-2025-MYS-0989,2025-01-08,Mysuru,Babu Road,Cheating,BNS 318,investment ponzi scheme,under-investigation,True
FIR-2024-DHA-0990,2024-05-25,Dharwad,Tella Circle,Theft,BNS 303,vehicle theft from parking,convicted,True
FIR-2024-CHI-0991,2024-06-29,Chickballapura,Maharaj Road,Rioting,BNS 191,communal flashpoint clash,closed,True
FIR-2024-RAI-0992,2024-07-02,Raichur,Sura,Theft,BNS 303,pickpocketing in transit,convicted,True
FIR-2024-DAK-0993,2024-01-09,Dakshina Kannada,Deshpande Marg,Burglary,BNS 331,night house-break via rear entry,court-pending,True
FIR-2024-MAN-0994,2024-05-15,Mandya,Saran Marg,Chain Snatching,BNS 304,market crowd snatching,charge-sheeted,True
FIR-2024-KOL-0995,2024-01-01,Kolar,Rau Nagar,Chain Snatching,BNS 304,market crowd snatching,court-pending,True
FIR-2025-DHA-0996,2025-06-20,Dharwad,Venkatesh Marg,Theft,BNS 303,shop till theft,court-pending,True
FIR-2025-SHI-0997,2025-01-19,Shivamogga,Master Street,Cheating,BNS 318,fake job placement racket,under-investigation,True
FIR-2024-BAG-0998,2024-08-20,Bagalkot,Lad Ganj,Murder,BNS 103,property dispute,charge-sheeted,True
FIR-2024-BAL-0999,2024-02-22,Ballari,Arya Road,Cheating,BNS 318,investment ponzi scheme,closed,True
FIR-2025-MYS-1000,2025-05-03,Mysuru,Sarna Road,NDPS,NDPS Act 20,courier parcel concealment,under-investigation,True
FIR-2024-VIJ-1001,2024-03-02,Vijayapur,Walia Nagar,Chain Snatching,BNS 304,market crowd snatching,court-pending,True
FIR-2025-KOL-1002,2025-08-02,Kolar,Dhawan Street,NDPS,NDPS Act 20,street-level peddling,closed,True
FIR-2024-UDU-1003,2024-04-05,Udupi,Basu Chowk,Burglary,BNS 331,night house-break via rear entry,charge-sheeted,True
FIR-2025-DAV-1004,2025-07-14,Davanagere,Mani Road,Cheating,BNS 318,investment ponzi scheme,under-investigation,True
FIR-2024-MAN-1005,2024-12-16,Mandya,Dhawan Chowk,Extortion,BNS 308,digital arrest threat call,closed,True
FIR-2025-HAS-1006,2025-03-20,Hassan,Ganesan Marg,Burglary,BNS 331,terrace entry,charge-sheeted,True
FIR-2024-BAL-1007,2024-08-16,Ballari,Arya Road,NDPS,NDPS Act 20,street-level peddling,charge-sheeted,True
FIR-2024-BAL-1008,2024-03-24,Ballari,Arya Road,Theft,BNS 303,pickpocketing in transit,court-pending,True
FIR-2024-HAS-1009,2024-02-01,Hassan,Ganesan Marg,Extortion,BNS 308,digital arrest threat call,closed,True
FIR-2025-UDU-1010,2025-09-04,Udupi,Talwar Marg,Chain Snatching,BNS 304,two-wheeler drive-by snatching,under-investigation,True
FIR-2024-CHI-1011,2024-01-03,Chickballapura,Sidhu Chowk,Murder,BNS 103,gang rivalry,closed,True
FIR-2024-BEL-1012,2024-12-04,Belagavi,Magar Zila,Theft,BNS 303,vehicle theft from parking,closed,True
FIR-2025-BEL-1013,2025-05-17,Belagavi,Deol Street,Cheating,BNS 318,land document forgery,court-pending,True
FIR-2024-CHI-1014,2024-04-08,Chickballapura,Sidhu Chowk,NDPS,NDPS Act 20,street-level peddling,convicted,True
FIR-2024-SHI-1015,2024-08-28,Shivamogga,Master Street,Cheating,BNS 318,investment ponzi scheme,court-pending,True
FIR-2024-HAS-1016,2024-10-16,Hassan,Ganesan Marg,Robbery,BNS 309,ATM-exit targeting,court-pending,True
FIR-2024-MAN-1017,2024-07-15,Mandya,Varughese Zila,Cheating,BNS 318,fake job placement racket,under-investigation,True
FIR-2025-HAS-1018,2025-12-25,Hassan,Ghosh Chowk,Cyber Fraud,IT Act 66D,fake loan app extortion,under-investigation,True
FIR-2025-CHI-1019,2025-09-10,Chickballapura,Chaudry Nagar,NDPS,NDPS Act 20,hostel network supply,closed,True
FIR-2025-KAL-1020,2025-05-28,Kalaburagi,Dhawan,Robbery,BNS 309,ATM-exit targeting,convicted,True
FIR-2025-RAI-1021,2025-08-28,Raichur,Dugal Street,Extortion,BNS 308,digital arrest threat call,court-pending,True
FIR-2025-DAV-1022,2025-08-28,Davanagere,Singh Nagar,Cyber Fraud,IT Act 66D,UPI phishing call,closed,True
FIR-2024-UDU-1023,2024-09-01,Udupi,Talwar Marg,Extortion,BNS 308,protection money demand,charge-sheeted,True
FIR-2025-RAI-1024,2025-11-08,Raichur,Dugal Street,NDPS,NDPS Act 20,street-level peddling,convicted,True
FIR-2024-BAL-1025,2024-12-02,Ballari,Raj,Robbery,BNS 309,ATM-exit targeting,court-pending,True
FIR-2024-SHI-1026,2024-06-16,Shivamogga,Master Street,Burglary,BNS 331,terrace entry,closed,True
FIR-2024-DAK-1027,2024-10-03,Dakshina Kannada,Sankaran Chowk,Burglary,BNS 331,lock-picking daytime entry,convicted,True
FIR-2024-TUM-1028,2024-12-30,Tumakuru,Sahota,Robbery,BNS 309,ATM-exit targeting,under-investigation,True
FIR-2024-RAI-1029,2024-12-16,Raichur,Savant Ganj,Chain Snatching,BNS 304,market crowd snatching,charge-sheeted,True
FIR-2025-RAI-1030,2025-05-21,Raichur,Amble Circle,Burglary,BNS 331,terrace entry,charge-sheeted,True
FIR-2025-MAN-1031,2025-08-07,Mandya,Varughese Zila,Murder,BNS 103,property dispute,closed,True
FIR-2025-RAI-1032,2025-04-29,Raichur,Dugal Street,Robbery,BNS 309,knife-point street robbery,under-investigation,True
FIR-2024-BEL-1033,2024-02-09,Belagavi,Magar Zila,Theft,BNS 303,pickpocketing in transit,closed,True
FIR-2025-CHI-1034,2025-06-27,Chickballapura,Chaudry Nagar,Robbery,BNS 309,highway vehicle stop,convicted,True
FIR-2025-BEL-1035,2025-09-09,Belagavi,Deol Street,NDPS,NDPS Act 20,courier parcel concealment,under-investigation,True
FIR-2024-DAV-1036,2024-03-21,Davanagere,Singh Nagar,Rioting,BNS 191,communal flashpoint clash,convicted,True
FIR-2024-DHA-1037,2024-11-15,Dharwad,Bhardwaj Path,Murder,BNS 103,property dispute,court-pending,True
FIR-2025-MAN-1038,2025-04-25,Mandya,Dhawan Chowk,Murder,BNS 103,property dispute,court-pending,True
FIR-2024-KAL-1039,2024-01-18,Kalaburagi,Rajan Road,Chain Snatching,BNS 304,two-wheeler drive-by snatching,convicted,True
FIR-2025-VIJ-1040,2025-03-16,Vijayapur,Shah Marg,Murder,BNS 103,gang rivalry,under-investigation,True
FIR-2025-CHI-1041,2025-10-25,Chickballapura,Rattan Chowk,Theft,BNS 303,shop till theft,closed,True
FIR-2024-KAL-1042,2024-09-11,Kalaburagi,Butala Nagar,Rioting,BNS 191,communal flashpoint clash,convicted,True
FIR-2025-BEN-1043,2025-12-13,Bengaluru City,Sankaran Chowk,Robbery,BNS 309,knife-point street robbery,under-investigation,True
FIR-2025-VIJ-1044,2025-11-10,Vijayapur,Ram Zila,Extortion,BNS 308,digital arrest threat call,under-investigation,True
FIR-2024-DHA-1045,2024-01-04,Dharwad,Saha Nagar,Theft,BNS 303,vehicle theft from parking,under-investigation,True
FIR-2024-SHI-1046,2024-05-24,Shivamogga,Master Street,Theft,BNS 303,shop till theft,under-investigation,True
FIR-2024-DAV-1047,2024-07-24,Davanagere,Keer Street,Extortion,BNS 308,digital arrest threat call,closed,True
FIR-2025-KAL-1048,2025-10-19,Kalaburagi,Butala Nagar,NDPS,NDPS Act 20,courier parcel concealment,under-investigation,True
FIR-2024-BEL-1049,2024-03-05,Belagavi,Sabharwal Ganj,Murder,BNS 103,property dispute,closed,True
FIR-2024-KAL-1050,2024-01-04,Kalaburagi,Butala Nagar,NDPS,NDPS Act 20,hostel network supply,charge-sheeted,True
FIR-2024-DHA-1051,2024-11-09,Dharwad,Tella Circle,Robbery,BNS 309,highway vehicle stop,convicted,True
FIR-2024-MYS-1052,2024-11-28,Mysuru,Dhawan Ganj,Burglary,BNS 331,night house-break via rear entry,charge-sheeted,True
FIR-2024-MYS-1053,2024-08-24,Mysuru,Babu Road,Robbery,BNS 309,ATM-exit targeting,charge-sheeted,True
FIR-2025-DAV-1054,2025-01-14,Davanagere,Singhal Nagar,Burglary,BNS 331,lock-picking daytime entry,closed,True
FIR-2024-DAV-1055,2024-09-03,Davanagere,Mani Road,Robbery,BNS 309,ATM-exit targeting,court-pending,True
FIR-2024-BAL-1056,2024-04-12,Ballari,Contractor Zila,Cyber Fraud,IT Act 66D,OTP social engineering,under-investigation,True
FIR-2024-DAK-1057,2024-07-16,Dakshina Kannada,Sarma Road,Theft,BNS 303,vehicle theft from parking,convicted,True
FIR-2024-VIJ-1058,2024-04-30,Vijayapur,Walia Nagar,Murder,BNS 103,property dispute,court-pending,True
FIR-2025-BEN-1059,2025-01-22,Bengaluru City,Brar Zila,Extortion,BNS 308,protection money demand,charge-sheeted,True
FIR-2025-BAL-1060,2025-03-01,Ballari,Arya Road,Chain Snatching,BNS 304,market crowd snatching,under-investigation,True
FIR-2025-DAV-1061,2025-03-31,Davanagere,Mani Road,Chain Snatching,BNS 304,two-wheeler drive-by snatching,closed,True
FIR-2024-RAI-1062,2024-04-25,Raichur,Amble Circle,Burglary,BNS 331,terrace entry,charge-sheeted,True
FIR-2024-KAL-1063,2024-08-25,Kalaburagi,Rajan Road,NDPS,NDPS Act 20,hostel network supply,closed,True
FIR-2024-RAI-1064,2024-09-22,Raichur,Savant Ganj,Cyber Fraud,IT Act 66D,UPI phishing call,convicted,True
FIR-2025-BAG-1065,2025-10-01,Bagalkot,Kashyap Circle,Chain Snatching,BNS 304,two-wheeler drive-by snatching,charge-sheeted,True
FIR-2024-MYS-1066,2024-01-31,Mysuru,Keer,Cyber Fraud,IT Act 66D,UPI phishing call,convicted,True
FIR-2025-BEL-1067,2025-05-07,Belagavi,Banik Street,Burglary,BNS 331,terrace entry,convicted,True
FIR-2024-BEL-1068,2024-11-16,Belagavi,Deol Street,Cyber Fraud,IT Act 66D,OTP social engineering,convicted,True
FIR-2025-MYS-1069,2025-05-28,Mysuru,Dhawan Ganj,Theft,BNS 303,vehicle theft from parking,charge-sheeted,True
FIR-2025-HAS-1070,2025-01-21,Hassan,Bath Chowk,Burglary,BNS 331,terrace entry,charge-sheeted,True
FIR-2025-BAL-1071,2025-06-07,Ballari,Contractor Zila,Theft,BNS 303,vehicle theft from parking,charge-sheeted,True
FIR-2024-DHA-1072,2024-02-24,Dharwad,Venkatesh Marg,Extortion,BNS 308,digital arrest threat call,under-investigation,True
FIR-2024-MYS-1073,2024-10-01,Mysuru,Keer,Murder,BNS 103,property dispute,convicted,True
FIR-2024-BAL-1074,2024-03-06,Ballari,Arya Road,Chain Snatching,BNS 304,two-wheeler drive-by snatching,court-pending,True
FIR-2024-DAK-1075,2024-10-31,Dakshina Kannada,Sankaran Chowk,Cheating,BNS 318,investment ponzi scheme,court-pending,True
FIR-2025-SHI-1076,2025-02-03,Shivamogga,Ravi Marg,Murder,BNS 103,property dispute,under-investigation,True
FIR-2025-MAN-1077,2025-11-22,Mandya,Saran Marg,Burglary,BNS 331,night house-break via rear entry,court-pending,True
FIR-2025-SHI-1078,2025-01-21,Shivamogga,Ravi Marg,Extortion,BNS 308,digital arrest threat call,convicted,True
FIR-2025-DAV-1079,2025-06-15,Davanagere,Singh Nagar,Burglary,BNS 331,night house-break via rear entry,convicted,True
FIR-2024-MYS-1080,2024-10-23,Mysuru,Dhawan Ganj,Murder,BNS 103,personal enmity,under-investigation,True
FIR-2024-BAL-1081,2024-05-05,Ballari,Arya Road,Rioting,BNS 191,communal flashpoint clash,convicted,True
FIR-2025-VIJ-1082,2025-05-19,Vijayapur,Ram Zila,Burglary,BNS 331,lock-picking daytime entry,charge-sheeted,True
FIR-2024-UDU-1083,2024-12-01,Udupi,Talwar Marg,Robbery,BNS 309,ATM-exit targeting,charge-sheeted,True
FIR-2024-RAI-1084,2024-04-24,Raichur,Savant Ganj,Burglary,BNS 331,terrace entry,convicted,True
FIR-2024-BEL-1085,2024-10-17,Belagavi,Banik Street,Theft,BNS 303,pickpocketing in transit,closed,True
FIR-2025-SHI-1086,2025-08-11,Shivamogga,Sachdev Circle,Rioting,BNS 191,communal flashpoint clash,court-pending,True
FIR-2024-TUM-1087,2024-05-31,Tumakuru,Deo Ganj,Burglary,BNS 331,lock-picking daytime entry,charge-sheeted,True
FIR-2025-BEN-1088,2025-01-10,Bengaluru City,Jayaraman Nagar,Murder,BNS 103,property dispute,under-investigation,True
FIR-2024-BEN-1089,2024-05-11,Bengaluru City,Majumdar Street,Robbery,BNS 309,knife-point street robbery,closed,True
FIR-2024-BAG-1090,2024-06-06,Bagalkot,Kashyap Circle,Cheating,BNS 318,land document forgery,charge-sheeted,True
FIR-2025-RAI-1091,2025-06-05,Raichur,Savant Ganj,Cheating,BNS 318,investment ponzi scheme,charge-sheeted,True
FIR-2024-BAL-1092,2024-04-28,Ballari,Contractor Zila,Murder,BNS 103,personal enmity,closed,True
FIR-2025-RAI-1093,2025-05-03,Raichur,Savant Ganj,Burglary,BNS 331,night house-break via rear entry,charge-sheeted,True
FIR-2025-BEN-1094,2025-12-08,Bengaluru City,Majumdar Street,Extortion,BNS 308,protection money demand,court-pending,True
FIR-2025-DHA-1095,2025-10-02,Dharwad,Saha Nagar,Chain Snatching,BNS 304,market crowd snatching,convicted,True
FIR-2025-BAL-1096,2025-08-05,Ballari,Arya Road,Rioting,BNS 191,communal flashpoint clash,charge-sheeted,True
FIR-2024-KAL-1097,2024-08-16,Kalaburagi,Bhatia Chowk,Robbery,BNS 309,ATM-exit targeting,charge-sheeted,True
FIR-2024-RAI-1098,2024-11-12,Raichur,Savant Ganj,Chain Snatching,BNS 304,two-wheeler drive-by snatching,court-pending,True
FIR-2024-SHI-1099,2024-01-18,Shivamogga,Sachdev Circle,NDPS,NDPS Act 20,courier parcel concealment,closed,True
FIR-2025-MAN-1100,2025-08-27,Mandya,Gala Street,Cheating,BNS 318,fake job placement racket,charge-sheeted,True
FIR-2025-BEL-1101,2025-03-12,Belagavi,Sabharwal Ganj,Extortion,BNS 308,digital arrest threat call,convicted,True
FIR-2024-KOL-1102,2024-11-14,Kolar,Bhat Chowk,Chain Snatching,BNS 304,two-wheeler drive-by snatching,court-pending,True
FIR-2024-KOL-1103,2024-01-07,Kolar,Rau Nagar,Murder,BNS 103,property dispute,court-pending,True
FIR-2024-TUM-1104,2024-01-27,Tumakuru,Kala Ganj,Rioting,BNS 191,protest escalation,court-pending,True
FIR-2025-DHA-1105,2025-04-09,Dharwad,Venkatesh Marg,Murder,BNS 103,gang rivalry,convicted,True
FIR-2025-DAV-1106,2025-10-14,Davanagere,Singh Nagar,Burglary,BNS 331,lock-picking daytime entry,under-investigation,True
